,Time,Time_Elapsed,CPU_Precentage
51,14:15:45,11.380495071411133,8.6
52,14:15:45,11.58202600479126,3.8
53,14:15:46,11.783818244934082,10.0
54,14:15:46,11.985233783721924,3.7
55,14:15:46,12.186265707015991,3.8
56,14:15:46,12.38797116279602,7.3
57,14:15:46,12.588984727859497,16.3
58,14:15:47,12.790005207061768,8.8
59,14:15:47,12.991528987884521,10.0
60,14:15:47,13.192525625228882,11.1
61,14:15:47,13.394194841384888,8.9
62,14:15:47,13.595668315887451,11.3
63,14:15:48,13.796964168548584,11.1
64,14:15:48,13.99822735786438,7.4
65,14:15:48,14.199485301971436,26.3
66,14:15:48,14.400954484939575,15.0
67,14:15:48,14.60234785079956,17.5
68,14:15:49,14.805681943893433,64.1
69,14:15:49,15.00726842880249,23.2
70,14:15:49,15.208255052566528,26.9
71,14:15:49,15.409713745117188,15.2
72,14:15:50,15.611119747161865,14.8
73,14:15:50,15.813910484313965,83.8
74,14:15:50,16.015093326568604,22.5
75,14:15:50,16.216575622558594,23.4
76,14:15:50,16.417881727218628,18.5
77,14:15:51,16.619568824768066,8.9
78,14:15:51,16.820502042770386,53.7
79,14:15:51,17.021888971328735,12.8
80,14:15:51,17.223313808441162,22.2
81,14:15:51,17.424232721328735,15.2
82,14:15:52,17.625654935836792,11.1
83,14:15:52,17.82732391357422,8.8
84,14:15:52,18.028489112854004,22.2
85,14:15:52,18.230548858642578,19.0
86,14:15:52,18.431394815444946,17.5
87,14:15:53,18.632708072662354,3.7
88,14:15:53,18.833929300308228,12.3
89,14:15:53,19.035422801971436,17.9
90,14:15:53,19.236579418182373,22.2
91,14:15:53,19.437718868255615,24.1
92,14:15:54,19.639464139938354,13.3
93,14:15:54,19.84031844139099,18.7
94,14:15:54,20.041581392288208,24.4
95,14:15:54,20.24345850944519,11.4
96,14:15:54,20.444788217544556,26.0
97,14:15:55,20.645825147628784,11.4
98,14:15:55,20.847164392471313,11.2
99,14:15:55,21.04822826385498,16.9
100,14:15:55,21.249001026153564,55.6
101,14:15:55,21.450243949890137,12.7
102,14:15:56,21.6513409614563,19.8
103,14:15:56,22.05433750152588,40.7
104,14:15:56,22.25555157661438,15.9
105,14:15:56,22.45681118965149,22.5
106,14:15:57,22.65789294242859,11.4
107,14:15:57,22.859681606292725,11.1
108,14:15:57,23.061021089553833,7.6
109,14:15:57,23.262179136276245,20.3
110,14:15:57,23.463496208190918,13.6
111,14:15:58,23.6645028591156,22.5
112,14:15:58,24.067578077316284,17.5
113,14:15:58,24.2687828540802,12.3
114,14:15:58,24.47013211250305,23.5
115,14:15:59,24.671008586883545,21.5
116,14:15:59,24.872668504714966,12.2
117,14:15:59,25.073787927627563,7.4
118,14:15:59,25.275272130966187,25.9
119,14:15:59,25.476964235305786,13.9
120,14:16:00,25.678781509399414,30.4
121,14:16:00,25.880008697509766,12.5
122,14:16:00,26.081398248672485,9.9
123,14:16:00,26.282748222351074,23.5
124,14:16:00,26.484082460403442,26.5
125,14:16:01,26.68558359146118,19.0
126,14:16:01,26.8872172832489,18.8
127,14:16:01,27.088459968566895,10.3
128,14:16:01,27.28993272781372,36.7
129,14:16:01,27.49065589904785,53.8
130,14:16:02,27.691930532455444,20.3
131,14:16:02,27.893315315246582,29.9
132,14:16:02,28.095115184783936,20.8
133,14:16:02,28.296408653259277,14.3
134,14:16:02,28.49777054786682,21.8
135,14:16:03,28.69905972480774,21.5
136,14:16:03,28.90015983581543,27.2
137,14:16:03,29.1008358001709,11.0
138,14:16:03,29.301639795303345,11.5
139,14:16:03,29.502659559249878,17.7
140,14:16:04,29.70401120185852,19.2
141,14:16:04,29.90502905845642,17.9
142,14:16:04,30.107003211975098,2.5
